date,url
1930-03-12,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1930-03-12/toc_unixml/19300312_reps_12_123.xml;fileType=text%2Fxml
1930-03-13,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1930-03-13/toc_unixml/19300313_reps_12_123.xml;fileType=text%2Fxml
1930-03-14,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1930-03-14/toc_unixml/19300314_reps_12_123.xml;fileType=text%2Fxml
1930-03-19,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1930-03-19/toc_unixml/19300319_reps_12_123.xml;fileType=text%2Fxml
1930-03-20,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1930-03-20/toc_unixml/19300320_reps_12_123.xml;fileType=text%2Fxml
1930-03-21,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1930-03-21/toc_unixml/19300321_reps_12_123.xml;fileType=text%2Fxml
1930-03-25,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1930-03-25/toc_unixml/19300325_reps_12_123.xml;fileType=text%2Fxml
1930-03-26,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1930-03-26/toc_unixml/19300326_reps_12_123.xml;fileType=text%2Fxml
1930-03-27,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1930-03-27/toc_unixml/19300327_REPS_12_123.xml;fileType=text%2Fxml
1930-03-28,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1930-03-28/toc_unixml/19300328_reps_12_123.xml;fileType=text%2Fxml
1930-04-01,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1930-04-01/toc_unixml/19300401_reps_12_123.xml;fileType=text%2Fxml
1930-04-02,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1930-04-02/toc_unixml/19300402_reps_12_123.xml;fileType=text%2Fxml
1930-04-03,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1930-04-03/toc_unixml/19300403_reps_12_123.xml;fileType=text%2Fxml
1930-04-04,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1930-04-04/toc_unixml/19300404_reps_12_123.xml;fileType=text%2Fxml
1930-04-08,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1930-04-08/toc_unixml/19300408_reps_12_123.xml;fileType=text%2Fxml
1930-04-09,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1930-04-09/toc_unixml/19300409_reps_12_123.xml;fileType=text%2Fxml
1930-04-10,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1930-04-10/toc_unixml/19300410_reps_12_123.xml;fileType=text%2Fxml
1930-04-30,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1930-04-30/toc_unixml/19300430_reps_12_123.xml;fileType=text%2Fxml
1930-05-01,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1930-05-01/toc_unixml/19300501_reps_12_123.xml;fileType=text%2Fxml
1930-05-02,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1930-05-02/toc_unixml/19300502_reps_12_123.xml;fileType=text%2Fxml
1930-05-07,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1930-05-07/toc_unixml/19300507_reps_12_124.xml;fileType=text%2Fxml
1930-05-08,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1930-05-08/toc_unixml/19300508_reps_12_124.xml;fileType=text%2Fxml
1930-05-09,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1930-05-09/toc_unixml/19300509_reps_12_124.xml;fileType=text%2Fxml
