date,url
1996-06-19,
1996-11-21,
1996-12-10,
1996-08-22,
1996-06-28,
1996-09-16,
1996-11-06,
1996-11-07,
1996-12-02,
1996-06-17,
1996-10-08,
1996-09-19,
1996-06-20,
1996-09-12,
1996-09-09,
1996-10-31,
1996-06-25,
1996-06-18,
1996-05-09,
1996-05-28,
1996-05-21,
1996-05-20,
1996-05-27,
1996-10-28,
1996-10-16,
1996-05-22,
1996-05-23,
1996-11-19,
1996-06-27,
1996-12-12,
1996-12-09,
1996-05-02,
1996-11-05,
1996-10-14,
1996-10-17,
1996-12-05,
1996-06-26,
1996-05-08,
1996-05-01,
1996-09-10,
1996-05-29,
1996-10-10,
1996-12-13,
1996-09-11,
1996-09-18,
1996-09-17,
1996-10-30,
1996-05-07,
1996-12-03,
1996-12-04,
1996-05-06,
1996-11-18,
1996-08-20,
1996-10-15,
1996-10-09,
1996-10-29,
1996-12-11,
1996-04-30,
1996-08-21,
1996-11-04,
1996-06-24,
