date,url
1930-03-12,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansards80/1930-03-12/toc_unixml/19300312_senate_12_123.xml;fileType=text%2Fxml
1930-03-13,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansards80/1930-03-13/toc_unixml/19300313_senate_12_123.xml;fileType=text%2Fxml
1930-03-14,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansards80/1930-03-14/toc_unixml/19300314_senate_12_123.xml;fileType=text%2Fxml
1930-03-20,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansards80/1930-03-20/toc_unixml/19300320_senate_12_123.xml;fileType=text%2Fxml
1930-03-21,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansards80/1930-03-21/toc_unixml/19300321_senate_12_123.xml;fileType=text%2Fxml
1930-03-26,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansards80/1930-03-26/toc_unixml/19300326_senate_12_123.xml;fileType=text%2Fxml
1930-03-27,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansards80/1930-03-27/toc_unixml/19300327_SENATE_12_123.xml;fileType=text%2Fxml
1930-03-28,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansards80/1930-03-28/toc_unixml/19300328_senate_12_123.xml;fileType=text%2Fxml
1930-04-09,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansards80/1930-04-09/toc_unixml/19300409_senate_12_123.xml;fileType=text%2Fxml
1930-04-10,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansards80/1930-04-10/toc_unixml/19300410_senate_12_123.xml;fileType=text%2Fxml
1930-04-30,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansards80/1930-04-30/toc_unixml/19300430_senate_12_123.xml;fileType=text%2Fxml
1930-05-01,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansards80/1930-05-01/toc_unixml/19300501_senate_12_123.xml;fileType=text%2Fxml
1930-05-02,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansards80/1930-05-02/toc_unixml/19300502_senate_12_123.xml;fileType=text%2Fxml
1930-05-07,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansards80/1930-05-07/toc_unixml/19300507_senate_12_124.xml;fileType=text%2Fxml
1930-05-08,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansards80/1930-05-08/toc_unixml/19300508_senate_12_124.xml;fileType=text%2Fxml
1930-05-09,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansards80/1930-05-09/toc_unixml/19300509_senate_12_124.xml;fileType=text%2Fxml
1930-05-14,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansards80/1930-05-14/toc_unixml/19300514_senate_12_124.xml;fileType=text%2Fxml
1930-05-15,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansards80/1930-05-15/toc_unixml/19300515_senate_12_124.xml;fileType=text%2Fxml
