date,url,year,house
2005-11-03,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2005-11-03/toc_unixml/4339-3.xml;fileType=text%2Fxml,2005,hofreps
2005-11-07,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2005-11-07/toc_unixml/4344-6.xml;fileType=text%2Fxml,2005,hofreps
2005-11-08,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2005-11-08/toc_unixml/4347-2.xml;fileType=text%2Fxml,2005,hofreps
2005-11-09,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2005-11-09/toc_unixml/4353-2.xml;fileType=text%2Fxml,2005,hofreps
2005-11-10,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2005-11-10/toc_unixml/4356-4.xml;fileType=text%2Fxml,2005,hofreps
2005-11-28,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2005-11-28/toc_unixml/4403-4.xml;fileType=text%2Fxml,2005,hofreps
2005-11-29,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2005-11-29/toc_unixml/4409-3.xml;fileType=text%2Fxml,2005,hofreps
2005-11-30,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2005-11-30/toc_unixml/4411-4.xml;fileType=text%2Fxml,2005,hofreps
2005-12-01,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2005-12-01/toc_unixml/4414-2.xml;fileType=text%2Fxml,2005,hofreps
2005-12-05,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2005-12-05/toc_unixml/4423-2.xml;fileType=text%2Fxml,2005,hofreps
2005-12-06,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2005-12-06/toc_unixml/4425-2.xml;fileType=text%2Fxml,2005,hofreps
2005-12-07,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2005-12-07/toc_unixml/4428-1.xml;fileType=text%2Fxml,2005,hofreps
2005-12-08,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2005-12-08/toc_unixml/4430-4.xml;fileType=text%2Fxml,2005,hofreps
1981-02-24,,1981,senate
1981-02-25,,1981,senate
1981-02-26,,1981,senate
1981-03-03,,1981,senate
1981-03-04,,1981,senate
1981-03-05,,1981,senate
1981-03-10,,1981,senate
1981-03-11,,1981,senate
1981-03-12,,1981,senate
1981-03-24,,1981,senate
1981-03-25,,1981,senate
1981-03-26,,1981,senate
1981-03-31,,1981,senate
1981-04-01,,1981,senate
1981-04-02,,1981,senate
1981-04-07,,1981,senate
1981-04-08,,1981,senate
1981-04-09,,1981,senate
1981-04-28,,1981,senate
1981-04-29,,1981,senate
1981-04-30,,1981,senate
1981-05-05,,1981,senate
1981-05-06,,1981,senate
1981-05-07,,1981,senate
1981-05-12,,1981,senate
1981-05-13,,1981,senate
1981-05-14,,1981,senate
1981-05-26,,1981,senate
1981-05-27,,1981,senate
1981-05-28,,1981,senate
1981-05-29,,1981,senate
1981-06-02,,1981,senate
1981-06-03,,1981,senate
1981-06-04,,1981,senate
1981-06-05,,1981,senate
1981-06-09,,1981,senate
1981-06-10,,1981,senate
1981-06-11,,1981,senate
1981-06-12,,1981,senate
1981-08-18,,1981,senate
1981-08-19,,1981,senate
1981-08-20,,1981,senate
1981-08-25,,1981,senate
1981-08-26,,1981,senate
1981-08-27,,1981,senate
1981-09-08,,1981,senate
1981-09-09,,1981,senate
1981-09-10,,1981,senate
1981-09-15,,1981,senate
1981-09-16,,1981,senate
1981-09-17,,1981,senate
1981-09-22,,1981,senate
1981-09-23,,1981,senate
1981-09-24,,1981,senate
1981-10-13,,1981,senate
1981-10-14,,1981,senate
1981-10-15,,1981,senate
1981-10-20,,1981,senate
1981-10-21,,1981,senate
1981-10-22,,1981,senate
1981-10-27,,1981,senate
1981-10-28,,1981,senate
1981-10-29,,1981,senate
1981-11-10,,1981,senate
1981-11-11,,1981,senate
1981-11-12,,1981,senate
1981-11-17,,1981,senate
1981-11-18,,1981,senate
1981-11-19,,1981,senate
1981-11-24,,1981,senate
1981-11-25,,1981,senate
1981-11-26,,1981,senate
1982-02-16,,1982,senate
1982-02-17,,1982,senate
1982-02-18,,1982,senate
1982-02-23,,1982,senate
1982-02-24,,1982,senate
1982-02-25,,1982,senate
1982-03-09,,1982,senate
1982-03-10,,1982,senate
1982-03-11,,1982,senate
1982-03-16,,1982,senate
1982-03-17,,1982,senate
1982-03-18,,1982,senate
1982-03-23,,1982,senate
1982-03-24,,1982,senate
1982-03-25,,1982,senate
1982-04-20,,1982,senate
1982-04-21,,1982,senate
1982-04-22,,1982,senate
1982-04-27,,1982,senate
1982-04-28,,1982,senate
1982-04-29,,1982,senate
1982-05-04,,1982,senate
1982-05-05,,1982,senate
1982-05-06,,1982,senate
1982-05-18,,1982,senate
1982-05-19,,1982,senate
1982-05-20,,1982,senate
1982-05-25,,1982,senate
1982-05-26,,1982,senate
1982-05-27,,1982,senate
1982-08-17,,1982,senate
1982-08-18,,1982,senate
1982-08-19,,1982,senate
1982-08-24,,1982,senate
1982-08-25,,1982,senate
1982-08-26,,1982,senate
1982-09-07,,1982,senate
1982-09-08,,1982,senate
1982-09-09,,1982,senate
1982-09-14,,1982,senate
1982-09-15,,1982,senate
1982-09-16,,1982,senate
1982-09-21,,1982,senate
1982-09-22,,1982,senate
1982-09-23,,1982,senate
1982-10-12,,1982,senate
1982-10-13,,1982,senate
1982-10-14,,1982,senate
1982-10-19,,1982,senate
1982-10-20,,1982,senate
1982-10-21,,1982,senate
1982-10-26,,1982,senate
1982-10-27,,1982,senate
1982-10-28,,1982,senate
1982-11-09,,1982,senate
1982-11-10,,1982,senate
1982-11-11,,1982,senate
1982-11-16,,1982,senate
1982-11-17,,1982,senate
1982-11-18,,1982,senate
1982-11-19,,1982,senate
1982-11-23,,1982,senate
1982-11-24,,1982,senate
1982-11-25,,1982,senate
1982-11-30,,1982,senate
1982-12-01,,1982,senate
1982-12-02,,1982,senate
1982-12-07,,1982,senate
1982-12-08,,1982,senate
1982-12-09,,1982,senate
1982-12-14,,1982,senate
1982-12-15,,1982,senate
1982-12-16,,1982,senate
1983-04-21,,1983,senate
1983-04-22,,1983,senate
1983-05-03,,1983,senate
1983-05-04,,1983,senate
1983-05-05,,1983,senate
1983-05-10,,1983,senate
1983-05-11,,1983,senate
1983-05-12,,1983,senate
1983-05-17,,1983,senate
1983-05-18,,1983,senate
1983-05-19,,1983,senate
1983-05-24,,1983,senate
1983-05-25,,1983,senate
1983-05-26,,1983,senate
1983-05-31,,1983,senate
1983-06-01,,1983,senate
1983-06-02,,1983,senate
1983-06-03,,1983,senate
1983-08-23,,1983,senate
1983-08-24,,1983,senate
1983-08-25,,1983,senate
1983-09-06,,1983,senate
1983-09-07,,1983,senate
1983-09-08,,1983,senate
1983-09-13,,1983,senate
1983-09-14,,1983,senate
1983-09-15,,1983,senate
1983-09-20,,1983,senate
1983-09-21,,1983,senate
1983-09-22,,1983,senate
1983-10-04,,1983,senate
1983-10-05,,1983,senate
1983-10-06,,1983,senate
1983-10-07,,1983,senate
1983-10-11,,1983,senate
1983-10-12,,1983,senate
1983-10-13,,1983,senate
1983-10-18,,1983,senate
1983-10-19,,1983,senate
1983-10-20,,1983,senate
1983-10-21,,1983,senate
1983-11-01,,1983,senate
1983-11-02,,1983,senate
1983-11-03,,1983,senate
1983-11-08,,1983,senate
1983-11-09,,1983,senate
1983-11-10,,1983,senate
1983-11-15,,1983,senate
1983-11-16,,1983,senate
1983-11-17,,1983,senate
1983-11-18,,1983,senate
1983-11-29,,1983,senate
1983-11-30,,1983,senate
1983-12-01,,1983,senate
1983-12-02,,1983,senate
1983-12-06,,1983,senate
1983-12-07,,1983,senate
1983-12-08,,1983,senate
1983-12-09,,1983,senate
1983-12-13,,1983,senate
1983-12-14,,1983,senate
1983-12-15,,1983,senate
1983-12-16,,1983,senate
1984-02-28,,1984,senate
1984-02-29,,1984,senate
1984-03-01,,1984,senate
1984-03-02,,1984,senate
1984-03-05,,1984,senate
1984-03-06,,1984,senate
1984-03-07,,1984,senate
1984-03-08,,1984,senate
1984-03-27,,1984,senate
1984-03-28,,1984,senate
1984-03-29,,1984,senate
1984-03-30,,1984,senate
1984-04-02,,1984,senate
1984-04-03,,1984,senate
1984-04-04,,1984,senate
1984-04-05,,1984,senate
1984-05-01,,1984,senate
1984-05-02,,1984,senate
1984-05-03,,1984,senate
1984-05-04,,1984,senate
1984-05-07,,1984,senate
1984-05-08,,1984,senate
1984-05-09,,1984,senate
1984-05-10,,1984,senate
1984-05-29,,1984,senate
1984-05-30,,1984,senate
1984-05-31,,1984,senate
1984-06-01,,1984,senate
1984-06-04,,1984,senate
1984-06-05,,1984,senate
1984-06-06,,1984,senate
1984-06-07,,1984,senate
1984-06-12,,1984,senate
1984-06-13,,1984,senate
1984-06-14,,1984,senate
1984-06-15,,1984,senate
1984-08-21,,1984,senate
1984-08-22,,1984,senate
1984-08-23,,1984,senate
1984-08-24,,1984,senate
1984-09-04,,1984,senate
1984-09-05,,1984,senate
1984-09-06,,1984,senate
1984-09-07,,1984,senate
1984-09-10,,1984,senate
1984-09-11,,1984,senate
1984-09-12,,1984,senate
1984-09-13,,1984,senate
1984-10-02,,1984,senate
1984-10-03,,1984,senate
1984-10-04,,1984,senate
1984-10-05,,1984,senate
1984-10-08,,1984,senate
1984-10-09,,1984,senate
1984-10-10,,1984,senate
1984-10-11,,1984,senate
1984-10-16,,1984,senate
1984-10-17,,1984,senate
1984-10-18,,1984,senate
1984-10-19,,1984,senate
1984-10-22,,1984,senate
1984-10-23,,1984,senate
1984-10-24,,1984,senate
1985-02-21,,1985,senate
1985-02-22,,1985,senate
1985-02-25,,1985,senate
1985-02-26,,1985,senate
1985-02-27,,1985,senate
1985-02-28,,1985,senate
1985-03-19,,1985,senate
1985-03-20,,1985,senate
1985-03-21,,1985,senate
1985-03-22,,1985,senate
1985-03-25,,1985,senate
1985-03-26,,1985,senate
1985-03-27,,1985,senate
1985-03-28,,1985,senate
1985-04-16,,1985,senate
1985-04-17,,1985,senate
1985-04-18,,1985,senate
1985-04-19,,1985,senate
1985-04-22,,1985,senate
1985-04-23,,1985,senate
1985-05-07,,1985,senate
1985-05-08,,1985,senate
1985-05-09,,1985,senate
1985-05-10,,1985,senate
1985-05-13,,1985,senate
1985-05-14,,1985,senate
1985-05-15,,1985,senate
1985-05-16,,1985,senate
1985-05-20,,1985,senate
1985-05-21,,1985,senate
1985-05-22,,1985,senate
1985-05-23,,1985,senate
1985-05-27,,1985,senate
1985-05-28,,1985,senate
1985-05-29,,1985,senate
1985-05-30,,1985,senate
1985-05-31,,1985,senate
1985-08-20,,1985,senate
1985-08-21,,1985,senate
1985-08-22,,1985,senate
1985-08-23,,1985,senate
1985-09-10,,1985,senate
1985-09-11,,1985,senate
1985-09-12,,1985,senate
1985-09-13,,1985,senate
1985-09-16,,1985,senate
1985-09-17,,1985,senate
1985-09-18,,1985,senate
1985-09-19,,1985,senate
1985-10-08,,1985,senate
1985-10-09,,1985,senate
1985-10-10,,1985,senate
1985-10-11,,1985,senate
1985-10-14,,1985,senate
1985-10-15,,1985,senate
1985-10-16,,1985,senate
1985-10-17,,1985,senate
1985-11-05,,1985,senate
1985-11-06,,1985,senate
1985-11-07,,1985,senate
1985-11-08,,1985,senate
1985-11-11,,1985,senate
1985-11-12,,1985,senate
1985-11-13,,1985,senate
1985-11-14,,1985,senate
1985-11-26,,1985,senate
1985-11-27,,1985,senate
1985-11-28,,1985,senate
1985-11-29,,1985,senate
1985-12-02,,1985,senate
1985-12-03,,1985,senate
1985-12-04,,1985,senate
1985-12-05,,1985,senate
1985-12-06,,1985,senate
1986-02-11,,1986,senate
1986-02-12,,1986,senate
1986-02-13,,1986,senate
1986-02-14,,1986,senate
1986-02-17,,1986,senate
1986-02-18,,1986,senate
1986-02-19,,1986,senate
1986-02-20,,1986,senate
1986-03-11,,1986,senate
1986-03-12,,1986,senate
1986-03-13,,1986,senate
1986-03-14,,1986,senate
1986-03-18,,1986,senate
1986-03-19,,1986,senate
1986-03-20,,1986,senate
1986-04-08,,1986,senate
1986-04-09,,1986,senate
1986-04-10,,1986,senate
1986-04-11,,1986,senate
1986-04-14,,1986,senate
1986-04-15,,1986,senate
1986-04-16,,1986,senate
1986-04-17,,1986,senate
1986-04-29,,1986,senate
1986-04-30,,1986,senate
1986-05-01,,1986,senate
1986-05-02,,1986,senate
1986-05-05,,1986,senate
1986-05-06,,1986,senate
1986-05-07,,1986,senate
1986-05-08,,1986,senate
1986-05-27,,1986,senate
1986-05-28,,1986,senate
1986-05-29,,1986,senate
1986-05-30,,1986,senate
1986-06-02,,1986,senate
1986-06-03,,1986,senate
1986-06-04,,1986,senate
1986-06-05,,1986,senate
1986-06-06,,1986,senate
1986-06-10,,1986,senate
1986-06-11,,1986,senate
1986-06-12,,1986,senate
1986-06-13,,1986,senate
1986-08-19,,1986,senate
1986-08-20,,1986,senate
1986-08-21,,1986,senate
1986-08-22,,1986,senate
1986-09-16,,1986,senate
1986-09-17,,1986,senate
1986-09-18,,1986,senate
1986-09-22,,1986,senate
1986-09-23,,1986,senate
1986-09-24,,1986,senate
1986-09-25,,1986,senate
1986-10-07,,1986,senate
1986-10-08,,1986,senate
1986-10-09,,1986,senate
1986-10-10,,1986,senate
1986-10-14,,1986,senate
1986-10-15,,1986,senate
1986-10-16,,1986,senate
1986-10-17,,1986,senate
1986-10-20,,1986,senate
1986-10-21,,1986,senate
1986-10-22,,1986,senate
1986-10-23,,1986,senate
1986-11-11,,1986,senate
1986-11-12,,1986,senate
1986-11-13,,1986,senate
1986-11-14,,1986,senate
1986-11-17,,1986,senate
1986-11-18,,1986,senate
1986-11-19,,1986,senate
1986-11-20,,1986,senate
1986-11-25,,1986,senate
1986-11-26,,1986,senate
1986-11-27,,1986,senate
1986-11-28,,1986,senate
1986-12-01,,1986,senate
1986-12-02,,1986,senate
1986-12-03,,1986,senate
1986-12-04,,1986,senate
1986-12-05,,1986,senate
1986-12-09,,1986,senate
1986-12-10,,1986,senate
1987-02-17,,1987,senate
1987-02-18,,1987,senate
1987-02-19,,1987,senate
1987-02-20,,1987,senate
1987-02-23,,1987,senate
1987-02-24,,1987,senate
1987-02-25,,1987,senate
1987-02-26,,1987,senate
1987-03-17,,1987,senate
1987-03-18,,1987,senate
1987-03-19,,1987,senate
1987-03-20,,1987,senate
1987-03-23,,1987,senate
1987-03-24,,1987,senate
1987-03-25,,1987,senate
1987-03-26,,1987,senate
1987-03-30,,1987,senate
1987-03-31,,1987,senate
1987-04-01,,1987,senate
1987-04-02,,1987,senate
1987-04-03,,1987,senate
1987-04-28,,1987,senate
1987-04-29,,1987,senate
1987-04-30,,1987,senate
1987-05-01,,1987,senate
1987-05-04,,1987,senate
1987-05-05,,1987,senate
1987-05-06,,1987,senate
1987-05-07,,1987,senate
1987-05-11,,1987,senate
1987-05-12,,1987,senate
1987-05-13,,1987,senate
1987-05-14,,1987,senate
1987-05-26,,1987,senate
1987-05-27,,1987,senate
1987-05-28,,1987,senate
1987-05-29,,1987,senate
1987-06-01,,1987,senate
1987-06-02,,1987,senate
1987-06-03,,1987,senate
1987-06-04,,1987,senate
1987-06-05,,1987,senate
1987-09-14,,1987,senate
1987-09-15,,1987,senate
1987-09-16,,1987,senate
1987-09-17,,1987,senate
1987-09-18,,1987,senate
1987-09-21,,1987,senate
1987-09-22,,1987,senate
1987-09-23,,1987,senate
1987-09-24,,1987,senate
1987-10-06,,1987,senate
1987-10-07,,1987,senate
1987-10-08,,1987,senate
1987-10-09,,1987,senate
1987-10-20,,1987,senate
1987-10-21,,1987,senate
1987-10-22,,1987,senate
1987-10-23,,1987,senate
1987-10-26,,1987,senate
1987-10-27,,1987,senate
1987-10-28,,1987,senate
1987-10-29,,1987,senate
1987-11-02,,1987,senate
1987-11-03,,1987,senate
1987-11-04,,1987,senate
1987-11-05,,1987,senate
1987-11-17,,1987,senate
1987-11-18,,1987,senate
1987-11-19,,1987,senate
1987-11-20,,1987,senate
1987-11-23,,1987,senate
1987-11-24,,1987,senate
1987-11-25,,1987,senate
1987-11-26,,1987,senate
1987-12-07,,1987,senate
1987-12-08,,1987,senate
1987-12-09,,1987,senate
1987-12-10,,1987,senate
1987-12-14,,1987,senate
1987-12-15,,1987,senate
1987-12-16,,1987,senate
1987-12-17,,1987,senate
1987-12-18,,1987,senate
1988-02-16,,1988,senate
1988-02-17,,1988,senate
1988-02-18,,1988,senate
1988-02-19,,1988,senate
1988-02-22,,1988,senate
1988-02-23,,1988,senate
1988-02-24,,1988,senate
1988-02-25,,1988,senate
1988-03-15,,1988,senate
1988-03-16,,1988,senate
1988-03-17,,1988,senate
1988-03-18,,1988,senate
1988-03-22,,1988,senate
1988-03-23,,1988,senate
1988-03-24,,1988,senate
1988-03-25,,1988,senate
1988-04-12,,1988,senate
1988-04-13,,1988,senate
1988-04-14,,1988,senate
1988-04-15,,1988,senate
1988-04-18,,1988,senate
1988-04-19,,1988,senate
1988-04-20,,1988,senate
1988-04-21,,1988,senate
1988-04-26,,1988,senate
1988-04-27,,1988,senate
1988-04-28,,1988,senate
1988-04-29,,1988,senate
1988-05-10,,1988,senate
1988-05-17,,1988,senate
1988-05-18,,1988,senate
1988-05-19,,1988,senate
1988-05-20,,1988,senate
1988-05-23,,1988,senate
1988-05-24,,1988,senate
1988-05-25,,1988,senate
1988-05-26,,1988,senate
1988-05-30,,1988,senate
1988-05-31,,1988,senate
1988-06-01,,1988,senate
1988-06-02,,1988,senate
1988-08-22,,1988,senate
1988-08-23,,1988,senate
1988-08-24,,1988,senate
1988-08-25,,1988,senate
1988-08-29,,1988,senate
1988-08-30,,1988,senate
1988-08-31,,1988,senate
1988-09-01,,1988,senate
1988-09-27,,1988,senate
1988-09-28,,1988,senate
1988-09-29,,1988,senate
1988-09-30,,1988,senate
1988-10-11,,1988,senate
1988-10-12,,1988,senate
1988-10-13,,1988,senate
1988-10-14,,1988,senate
1988-10-17,,1988,senate
1988-10-18,,1988,senate
1988-10-19,,1988,senate
1988-10-20,,1988,senate
1988-11-01,,1988,senate
1988-11-02,,1988,senate
1988-11-03,,1988,senate
1988-11-04,,1988,senate
1988-11-07,,1988,senate
1988-11-08,,1988,senate
1988-11-09,,1988,senate
1988-11-10,,1988,senate
1988-11-22,,1988,senate
1988-11-23,,1988,senate
1988-11-24,,1988,senate
1988-11-25,,1988,senate
1988-11-28,,1988,senate
1988-11-29,,1988,senate
1988-11-30,,1988,senate
1988-12-01,,1988,senate
1988-12-05,,1988,senate
1988-12-06,,1988,senate
1988-12-07,,1988,senate
1988-12-08,,1988,senate
1988-12-12,,1988,senate
1988-12-13,,1988,senate
1988-12-14,,1988,senate
1988-12-15,,1988,senate
1988-12-16,,1988,senate
1988-12-19,,1988,senate
1988-12-20,,1988,senate
1988-12-21,,1988,senate
1989-02-28,,1989,senate
1989-03-01,,1989,senate
1989-03-02,,1989,senate
1989-03-03,,1989,senate
1989-03-06,,1989,senate
1989-03-07,,1989,senate
1989-03-08,,1989,senate
1989-03-09,,1989,senate
1989-04-04,,1989,senate
1989-04-05,,1989,senate
1989-04-06,,1989,senate
1989-04-07,,1989,senate
1989-04-10,,1989,senate
1989-04-11,,1989,senate
1989-04-12,,1989,senate
1989-04-13,,1989,senate
1989-05-02,,1989,senate
1989-05-03,,1989,senate
1989-05-04,,1989,senate
1989-05-05,,1989,senate
1989-05-08,,1989,senate
1989-05-09,,1989,senate
1989-05-10,,1989,senate
1989-05-11,,1989,senate
1989-05-23,,1989,senate
1989-05-24,,1989,senate
1989-05-25,,1989,senate
1989-05-26,,1989,senate
1989-05-29,,1989,senate
1989-05-30,,1989,senate
1989-05-31,,1989,senate
1989-06-01,,1989,senate
1989-06-05,,1989,senate
1989-06-06,,1989,senate
1989-06-07,,1989,senate
1989-06-08,,1989,senate
1989-06-09,,1989,senate
1989-06-13,,1989,senate
1989-06-14,,1989,senate
1989-06-15,,1989,senate
1989-06-16,,1989,senate
1989-08-15,,1989,senate
1989-08-16,,1989,senate
1989-08-17,,1989,senate
1989-08-18,,1989,senate
1989-08-29,,1989,senate
1989-08-30,,1989,senate
1989-08-31,,1989,senate
1989-09-01,,1989,senate
1989-09-04,,1989,senate
1989-09-05,,1989,senate
1989-09-06,,1989,senate
1989-09-07,,1989,senate
1989-09-26,,1989,senate
1989-09-27,,1989,senate
1989-09-28,,1989,senate
1989-09-29,,1989,senate
1989-10-03,,1989,senate
1989-10-04,,1989,senate
1989-10-05,,1989,senate
1989-10-06,,1989,senate
1989-10-16,,1989,senate
1989-10-17,,1989,senate
1989-10-24,,1989,senate
1989-10-25,,1989,senate
1989-10-26,,1989,senate
1989-10-27,,1989,senate
1989-10-30,,1989,senate
1989-10-31,,1989,senate
1989-11-01,,1989,senate
1989-11-02,,1989,senate
1989-11-21,,1989,senate
1989-11-22,,1989,senate
1989-11-23,,1989,senate
1989-11-24,,1989,senate
1989-11-27,,1989,senate
1989-11-28,,1989,senate
1989-11-29,,1989,senate
1989-11-30,,1989,senate
1989-12-04,,1989,senate
1989-12-05,,1989,senate
1989-12-06,,1989,senate
1989-12-07,,1989,senate
1989-12-11,,1989,senate
1989-12-12,,1989,senate
1989-12-13,,1989,senate
1989-12-14,,1989,senate
1989-12-18,,1989,senate
1989-12-19,,1989,senate
1989-12-20,,1989,senate
1989-12-21,,1989,senate
1989-12-22,,1989,senate
1990-05-08,,1990,senate
1990-05-09,,1990,senate
1990-05-10,,1990,senate
1990-05-11,,1990,senate
1990-05-14,,1990,senate
1990-05-15,,1990,senate
1990-05-16,,1990,senate
1990-05-17,,1990,senate
1990-05-21,,1990,senate
1990-05-22,,1990,senate
1990-05-23,,1990,senate
1990-05-24,,1990,senate
1990-05-25,,1990,senate
1990-05-28,,1990,senate
1990-05-29,,1990,senate
1990-05-30,,1990,senate
1990-05-31,,1990,senate
1990-06-01,,1990,senate
1990-08-21,,1990,senate
1990-08-22,,1990,senate
1990-08-23,,1990,senate
1990-08-24,,1990,senate
1990-09-11,,1990,senate
1990-09-13,,1990,senate
1990-09-14,,1990,senate
1990-09-17,,1990,senate
1990-09-18,,1990,senate
1990-09-19,,1990,senate
1990-09-20,,1990,senate
1990-10-09,,1990,senate
1990-10-10,,1990,senate
1990-10-11,,1990,senate
1990-10-15,,1990,senate
1990-10-16,,1990,senate
1990-10-17,,1990,senate
1990-10-18,,1990,senate
1990-11-06,,1990,senate
1990-11-07,,1990,senate
1990-11-08,,1990,senate
1990-11-12,,1990,senate
1990-11-13,,1990,senate
1990-11-14,,1990,senate
1990-11-15,,1990,senate
1990-11-26,,1990,senate
1990-11-27,,1990,senate
1990-11-28,,1990,senate
1990-11-29,,1990,senate
1990-12-04,,1990,senate
1990-12-05,,1990,senate
1990-12-06,,1990,senate
1990-12-10,,1990,senate
1990-12-11,,1990,senate
1990-12-12,,1990,senate
1990-12-13,,1990,senate
1990-12-17,,1990,senate
1990-12-18,,1990,senate
1990-12-19,,1990,senate
1990-12-20,,1990,senate
1990-12-21,,1990,senate
1991-01-21,,1991,senate
1991-01-22,,1991,senate
1991-02-12,,1991,senate
1991-02-13,,1991,senate
1991-02-14,,1991,senate
1991-02-18,,1991,senate
1991-02-19,,1991,senate
1991-02-20,,1991,senate
1991-02-21,,1991,senate
1991-03-05,,1991,senate
1991-03-06,,1991,senate
1991-03-07,,1991,senate
1991-03-11,,1991,senate
1991-03-12,,1991,senate
1991-03-13,,1991,senate
1991-03-14,,1991,senate
1991-04-09,,1991,senate
1991-04-10,,1991,senate
1991-04-11,,1991,senate
1991-04-15,,1991,senate
1991-04-16,,1991,senate
1991-04-17,,1991,senate
1991-04-18,,1991,senate
1991-05-07,,1991,senate
1991-05-08,,1991,senate
1991-05-09,,1991,senate
1991-05-13,,1991,senate
1991-05-14,,1991,senate
1991-05-15,,1991,senate
1991-05-16,,1991,senate
1991-05-28,,1991,senate
1991-05-29,,1991,senate
1991-05-30,,1991,senate
1991-06-03,,1991,senate
1991-06-04,,1991,senate
1991-06-05,,1991,senate
1991-06-06,,1991,senate
1991-06-17,,1991,senate
1991-06-18,,1991,senate
1991-06-19,,1991,senate
1991-06-20,,1991,senate
1991-06-21,,1991,senate
1991-08-13,,1991,senate
1991-08-14,,1991,senate
1991-08-15,,1991,senate
1991-08-16,,1991,senate
1991-08-20,,1991,senate
1991-08-21,,1991,senate
1991-08-22,,1991,senate
1991-09-03,,1991,senate
1991-09-04,,1991,senate
1991-09-05,,1991,senate
1991-09-09,,1991,senate
1991-09-10,,1991,senate
1991-09-11,,1991,senate
1991-09-12,,1991,senate
1991-10-08,,1991,senate
1991-10-09,,1991,senate
1991-10-10,,1991,senate
1991-10-14,,1991,senate
1991-10-15,,1991,senate
1991-10-16,,1991,senate
1991-10-17,,1991,senate
1991-11-05,,1991,senate
1991-11-06,,1991,senate
1991-11-07,,1991,senate
1991-11-11,,1991,senate
1991-11-12,,1991,senate
1991-11-13,,1991,senate
1991-11-14,,1991,senate
1991-11-26,,1991,senate
1991-11-27,,1991,senate
1991-11-28,,1991,senate
1991-12-02,,1991,senate
1991-12-03,,1991,senate
1991-12-04,,1991,senate
1991-12-05,,1991,senate
1991-12-09,,1991,senate
1991-12-10,,1991,senate
1991-12-11,,1991,senate
1991-12-12,,1991,senate
1991-12-18,,1991,senate
1991-12-19,,1991,senate
1992-01-02,,1992,senate
1992-02-25,,1992,senate
1992-02-26,,1992,senate
1992-02-27,,1992,senate
1992-03-02,,1992,senate
1992-03-03,,1992,senate
1992-03-04,,1992,senate
1992-03-05,,1992,senate
1992-03-24,,1992,senate
1992-03-25,,1992,senate
1992-03-26,,1992,senate
1992-03-30,,1992,senate
1992-03-31,,1992,senate
1992-04-01,,1992,senate
1992-04-02,,1992,senate
1992-04-28,,1992,senate
1992-04-29,,1992,senate
1992-04-30,,1992,senate
1992-05-04,,1992,senate
1992-05-05,,1992,senate
1992-05-06,,1992,senate
1992-05-07,,1992,senate
1992-05-26,,1992,senate
1992-05-27,,1992,senate
1992-05-28,,1992,senate
1992-06-01,,1992,senate
1992-06-02,,1992,senate
1992-06-03,,1992,senate
1992-06-04,,1992,senate
1992-06-16,,1992,senate
1992-06-17,,1992,senate
1992-06-18,,1992,senate
1992-06-19,,1992,senate
1992-06-22,,1992,senate
1992-06-23,,1992,senate
1992-06-24,,1992,senate
1992-06-25,,1992,senate
1992-08-18,,1992,senate
1992-08-19,,1992,senate
1992-08-20,,1992,senate
1992-09-08,,1992,senate
1992-09-09,,1992,senate
1992-09-10,,1992,senate
1992-09-14,,1992,senate
1992-09-15,,1992,senate
1992-09-16,,1992,senate
1992-09-17,,1992,senate
1992-10-06,,1992,senate
1992-10-07,,1992,senate
1992-10-08,,1992,senate
1992-10-12,,1992,senate
1992-10-13,,1992,senate
1992-10-14,,1992,senate
1992-10-15,,1992,senate
1992-11-03,,1992,senate
1992-11-04,,1992,senate
1992-11-05,,1992,senate
1992-11-09,,1992,senate
1992-11-10,,1992,senate
1992-11-11,,1992,senate
1992-11-12,,1992,senate
1992-11-24,,1992,senate
1992-11-25,,1992,senate
1992-11-26,,1992,senate
1992-11-30,,1992,senate
1992-12-01,,1992,senate
1992-12-02,,1992,senate
1992-12-03,,1992,senate
1992-12-07,,1992,senate
1992-12-08,,1992,senate
1992-12-09,,1992,senate
1992-12-10,,1992,senate
1992-12-14,,1992,senate
1992-12-15,,1992,senate
1992-12-16,,1992,senate
1992-12-17,,1992,senate
1993-02-08,,1993,senate
1993-05-04,,1993,senate
1993-05-05,,1993,senate
1993-05-06,,1993,senate
1993-05-10,,1993,senate
1993-05-11,,1993,senate
1993-05-12,,1993,senate
1993-05-13,,1993,senate
1993-05-18,,1993,senate
