date,url,year,house
2000-08-14,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2000-08-14/toc_unixml/612-4.xml;fileType=text%2Fxml,2000,hofreps
2000-08-15,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2000-08-15/toc_unixml/618-1841.xml;fileType=text%2Fxml,2000,hofreps
2000-08-16,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2000-08-16/toc_unixml/623-1580.xml;fileType=text%2Fxml,2000,hofreps
2000-08-17,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2000-08-17/toc_unixml/626-1560.xml;fileType=text%2Fxml,2000,hofreps
2000-08-28,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2000-08-28/toc_unixml/651-2.xml;fileType=text%2Fxml,2000,hofreps
2000-08-29,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2000-08-29/toc_unixml/656-2.xml;fileType=text%2Fxml,2000,hofreps
2000-08-30,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2000-08-30/toc_unixml/659-2.xml;fileType=text%2Fxml,2000,hofreps
2000-08-31,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2000-08-31/toc_unixml/661-3.xml;fileType=text%2Fxml,2000,hofreps
2000-09-04,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2000-09-04/toc_unixml/671-1340.xml;fileType=text%2Fxml,2000,hofreps
2000-09-05,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2000-09-05/toc_unixml/676-1264.xml;fileType=text%2Fxml,2000,hofreps
2000-09-06,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2000-09-06/toc_unixml/680-3.xml;fileType=text%2Fxml,2000,hofreps
2000-09-07,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2000-09-07/toc_unixml/682-3.xml;fileType=text%2Fxml,2000,hofreps
2000-10-03,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2000-10-03/toc_unixml/723-2.xml;fileType=text%2Fxml,2000,hofreps
2000-10-04,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2000-10-04/toc_unixml/726-2.xml;fileType=text%2Fxml,2000,hofreps
2000-10-05,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2000-10-05/toc_unixml/729-3.xml;fileType=text%2Fxml,2000,hofreps
2000-10-09,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2000-10-09/toc_unixml/737-973.xml;fileType=text%2Fxml,2000,hofreps
2000-10-10,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2000-10-10/toc_unixml/742-959.xml;fileType=text%2Fxml,2000,hofreps
2000-10-11,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2000-10-11/toc_unixml/746-954.xml;fileType=text%2Fxml,2000,hofreps
2000-10-12,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2000-10-12/toc_unixml/3481-1.xml;fileType=text%2Fxml,2000,hofreps
2000-10-30,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2000-10-30/toc_unixml/778-4.xml;fileType=text%2Fxml,2000,hofreps
2000-10-31,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2000-10-31/toc_unixml/781-5.xml;fileType=text%2Fxml,2000,hofreps
2000-11-01,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2000-11-01/toc_unixml/793-6.xml;fileType=text%2Fxml,2000,hofreps
2000-11-02,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2000-11-02/toc_unixml/795-5.xml;fileType=text%2Fxml,2000,hofreps
2000-11-06,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2000-11-06/toc_unixml/803-4.xml;fileType=text%2Fxml,2000,hofreps
2000-11-07,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2000-11-07/toc_unixml/808-2.xml;fileType=text%2Fxml,2000,hofreps
2000-11-08,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2000-11-08/toc_unixml/811-2.xml;fileType=text%2Fxml,2000,hofreps
2000-11-09,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2000-11-09/toc_unixml/814-2.xml;fileType=text%2Fxml,2000,hofreps
2000-11-27,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2000-11-27/toc_unixml/867-2.xml;fileType=text%2Fxml,2000,hofreps
2000-11-28,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2000-11-28/toc_unixml/873-3.xml;fileType=text%2Fxml,2000,hofreps
2000-11-29,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2000-11-29/toc_unixml/877-3.xml;fileType=text%2Fxml,2000,hofreps
2000-11-30,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2000-11-30/toc_unixml/883-745.xml;fileType=text%2Fxml,2000,hofreps
2000-12-04,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2000-12-04/toc_unixml/892-713.xml;fileType=text%2Fxml,2000,hofreps
2000-12-05,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2000-12-05/toc_unixml/898-711.xml;fileType=text%2Fxml,2000,hofreps
2000-12-06,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2000-12-06/toc_unixml/907-720.xml;fileType=text%2Fxml,2000,hofreps
2000-12-07,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2000-12-07/toc_unixml/912-721.xml;fileType=text%2Fxml,2000,hofreps
2001-02-06,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2001-02-06/toc_unixml/938-2.xml;fileType=text%2Fxml,2001,hofreps
2001-02-07,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2001-02-07/toc_unixml/942-2.xml;fileType=text%2Fxml,2001,hofreps
2001-02-08,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2001-02-08/toc_unixml/949-2.xml;fileType=text%2Fxml,2001,hofreps
2001-02-26,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2001-02-26/toc_unixml/1019-5.xml;fileType=text%2Fxml,2001,hofreps
2001-02-27,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2001-02-27/toc_unixml/1026-2.xml;fileType=text%2Fxml,2001,hofreps
2001-02-28,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2001-02-28/toc_unixml/1030-3.xml;fileType=text%2Fxml,2001,hofreps
2001-03-01,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2001-03-01/toc_unixml/1034-2.xml;fileType=text%2Fxml,2001,hofreps
2001-03-05,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2001-03-05/toc_unixml/1049-2.xml;fileType=text%2Fxml,2001,hofreps
2001-03-06,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2001-03-06/toc_unixml/1053-5.xml;fileType=text%2Fxml,2001,hofreps
2001-03-07,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2001-03-07/toc_unixml/1056-4.xml;fileType=text%2Fxml,2001,hofreps
2001-03-08,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2001-03-08/toc_unixml/1065-1.xml;fileType=text%2Fxml,2001,hofreps
2001-03-26,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2001-03-26/toc_unixml/1121-510.xml;fileType=text%2Fxml,2001,hofreps
2001-03-27,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2001-03-27/toc_unixml/1129-64.xml;fileType=text%2Fxml,2001,hofreps
2001-03-28,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2001-03-28/toc_unixml/1139-503.xml;fileType=text%2Fxml,2001,hofreps
2001-03-29,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2001-03-29/toc_unixml/1142-469.xml;fileType=text%2Fxml,2001,hofreps
2001-04-02,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2001-04-02/toc_unixml/1162-59.xml;fileType=text%2Fxml,2001,hofreps
2001-04-03,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2001-04-03/toc_unixml/1176-3.xml;fileType=text%2Fxml,2001,hofreps
2001-04-04,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2001-04-04/toc_unixml/1186-52.xml;fileType=text%2Fxml,2001,hofreps
2001-04-05,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2001-04-05/toc_unixml/1191-34.xml;fileType=text%2Fxml,2001,hofreps
2001-05-09,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2001-05-09/toc_unixml/1239-1.xml;fileType=text%2Fxml,2001,hofreps
2001-05-10,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2001-05-10/toc_unixml/1247-8.xml;fileType=text%2Fxml,2001,hofreps
2001-05-22,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2001-05-22/toc_unixml/1266-2.xml;fileType=text%2Fxml,2001,hofreps
2001-05-23,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2001-05-23/toc_unixml/1276-3.xml;fileType=text%2Fxml,2001,hofreps
2001-05-24,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2001-05-24/toc_unixml/1281-4.xml;fileType=text%2Fxml,2001,hofreps
2001-06-04,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2001-06-04/toc_unixml/1305-2.xml;fileType=text%2Fxml,2001,hofreps
2001-06-05,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2001-06-05/toc_unixml/1312-4.xml;fileType=text%2Fxml,2001,hofreps
2001-06-06,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2001-06-06/toc_unixml/1315-2.xml;fileType=text%2Fxml,2001,hofreps
2001-06-07,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2001-06-07/toc_unixml/1320-5.xml;fileType=text%2Fxml,2001,hofreps
2001-06-18,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2001-06-18/toc_unixml/1344-2.xml;fileType=text%2Fxml,2001,hofreps
2001-06-19,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2001-06-19/toc_unixml/1349-4.xml;fileType=text%2Fxml,2001,hofreps
2001-06-20,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2001-06-20/toc_unixml/1351-2.xml;fileType=text%2Fxml,2001,hofreps
2001-06-21,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2001-06-21/toc_unixml/1358-4.xml;fileType=text%2Fxml,2001,hofreps
2001-06-25,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2001-06-25/toc_unixml/1367-5.xml;fileType=text%2Fxml,2001,hofreps
2001-06-26,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2001-06-26/toc_unixml/1375-2.xml;fileType=text%2Fxml,2001,hofreps
2001-06-27,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2001-06-27/toc_unixml/1383-3.xml;fileType=text%2Fxml,2001,hofreps
2001-06-28,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2001-06-28/toc_unixml/1386-5.xml;fileType=text%2Fxml,2001,hofreps
2001-08-06,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2001-08-06/toc_unixml/1448-5.xml;fileType=text%2Fxml,2001,hofreps
2001-08-07,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2001-08-07/toc_unixml/1453-8.xml;fileType=text%2Fxml,2001,hofreps
2001-08-08,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2001-08-08/toc_unixml/1458-3.xml;fileType=text%2Fxml,2001,hofreps
2001-08-09,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2001-08-09/toc_unixml/1464-5.xml;fileType=text%2Fxml,2001,hofreps
2001-08-20,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2001-08-20/toc_unixml/1476-8.xml;fileType=text%2Fxml,2001,hofreps
2001-08-21,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2001-08-21/toc_unixml/1482-4.xml;fileType=text%2Fxml,2001,hofreps
2001-08-22,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2001-08-22/toc_unixml/1487-3.xml;fileType=text%2Fxml,2001,hofreps
2001-08-23,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2001-08-23/toc_unixml/1491-4.xml;fileType=text%2Fxml,2001,hofreps
2001-08-27,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2001-08-27/toc_unixml/1499-4.xml;fileType=text%2Fxml,2001,hofreps
2001-08-28,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2001-08-28/toc_unixml/1504-6.xml;fileType=text%2Fxml,2001,hofreps
2001-08-29,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2001-08-29/toc_unixml/1507-6.xml;fileType=text%2Fxml,2001,hofreps
2001-08-30,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2001-08-30/toc_unixml/1510-5.xml;fileType=text%2Fxml,2001,hofreps
2001-09-17,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2001-09-17/toc_unixml/1534-8.xml;fileType=text%2Fxml,2001,hofreps
2001-09-18,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2001-09-18/toc_unixml/1537-8.xml;fileType=text%2Fxml,2001,hofreps
2001-09-19,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2001-09-19/toc_unixml/1539-4.xml;fileType=text%2Fxml,2001,hofreps
2001-09-20,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2001-09-20/toc_unixml/1542-4.xml;fileType=text%2Fxml,2001,hofreps
2001-09-24,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2001-09-24/toc_unixml/1553-6.xml;fileType=text%2Fxml,2001,hofreps
2001-09-25,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2001-09-25/toc_unixml/1556-4.xml;fileType=text%2Fxml,2001,hofreps
2001-09-26,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2001-09-26/toc_unixml/1561-5.xml;fileType=text%2Fxml,2001,hofreps
2001-09-27,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2001-09-27/toc_unixml/1564-6.xml;fileType=text%2Fxml,2001,hofreps
2002-02-12,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-02-12/toc_unixml/1582-7.xml;fileType=text%2Fxml,2002,hofreps
2002-02-13,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-02-13/toc_unixml/1585-10.xml;fileType=text%2Fxml,2002,hofreps
2002-02-14,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-02-14/toc_unixml/1586-6.xml;fileType=text%2Fxml,2002,hofreps
2002-02-18,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-02-18/toc_unixml/1591-6.xml;fileType=text%2Fxml,2002,hofreps
2002-02-19,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-02-19/toc_unixml/1597-6.xml;fileType=text%2Fxml,2002,hofreps
2002-02-20,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-02-20/toc_unixml/1598-2.xml;fileType=text%2Fxml,2002,hofreps
2002-02-21,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-02-21/toc_unixml/1601-4.xml;fileType=text%2Fxml,2002,hofreps
2002-03-11,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-03-11/toc_unixml/1615-4.xml;fileType=text%2Fxml,2002,hofreps
2002-03-12,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-03-12/toc_unixml/1617-3.xml;fileType=text%2Fxml,2002,hofreps
2002-03-13,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-03-13/toc_unixml/1620-2.xml;fileType=text%2Fxml,2002,hofreps
2002-03-14,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-03-14/toc_unixml/1622-3.xml;fileType=text%2Fxml,2002,hofreps
2002-03-19,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-03-19/toc_unixml/1628-2.xml;fileType=text%2Fxml,2002,hofreps
2002-03-20,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-03-20/toc_unixml/1632-4.xml;fileType=text%2Fxml,2002,hofreps
2002-03-21,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-03-21/toc_unixml/1633-5a.xml;fileType=text%2Fxml,2002,hofreps
2002-05-14,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-05-14/toc_unixml/1694-3.xml;fileType=text%2Fxml,2002,hofreps
2002-05-15,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-05-15/toc_unixml/1696-3.xml;fileType=text%2Fxml,2002,hofreps
2002-05-16,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-05-16/toc_unixml/1698-2.xml;fileType=text%2Fxml,2002,hofreps
2002-05-27,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-05-27/toc_unixml/1713-2.xml;fileType=text%2Fxml,2002,hofreps
2002-05-28,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-05-28/toc_unixml/1716-2.xml;fileType=text%2Fxml,2002,hofreps
2002-05-29,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-05-29/toc_unixml/1723-2.xml;fileType=text%2Fxml,2002,hofreps
2002-05-30,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-05-30/toc_unixml/1725-3.xml;fileType=text%2Fxml,2002,hofreps
2002-06-03,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-06-03/toc_unixml/1733-4.xml;fileType=text%2Fxml,2002,hofreps
2002-06-04,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-06-04/toc_unixml/1741-4.xml;fileType=text%2Fxml,2002,hofreps
2002-06-05,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-06-05/toc_unixml/1744-2.xml;fileType=text%2Fxml,2002,hofreps
2002-06-06,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-06-06/toc_unixml/1748-5.xml;fileType=text%2Fxml,2002,hofreps
2002-06-17,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-06-17/toc_unixml/1763-3.xml;fileType=text%2Fxml,2002,hofreps
2002-06-18,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-06-18/toc_unixml/1768-4.xml;fileType=text%2Fxml,2002,hofreps
2002-06-19,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-06-19/toc_unixml/1774-3.xml;fileType=text%2Fxml,2002,hofreps
2002-06-20,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-06-20/toc_unixml/1777-2.xml;fileType=text%2Fxml,2002,hofreps
2002-06-24,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-06-24/toc_unixml/1784-3.xml;fileType=text%2Fxml,2002,hofreps
2002-06-25,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-06-25/toc_unixml/1793-3.xml;fileType=text%2Fxml,2002,hofreps
2002-06-26,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-06-26/toc_unixml/1797-3.xml;fileType=text%2Fxml,2002,hofreps
2002-06-27,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-06-27/toc_unixml/1800-5aa.xml;fileType=text%2Fxml,2002,hofreps
2002-08-19,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-08-19/toc_unixml/1869-4.xml;fileType=text%2Fxml,2002,hofreps
2002-08-20,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-08-20/toc_unixml/1873-5.xml;fileType=text%2Fxml,2002,hofreps
2002-08-21,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-08-21/toc_unixml/1878-3.xml;fileType=text%2Fxml,2002,hofreps
2002-08-22,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-08-22/toc_unixml/1885-4.xml;fileType=text%2Fxml,2002,hofreps
2002-08-26,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-08-26/toc_unixml/1893-2.xml;fileType=text%2Fxml,2002,hofreps
2002-08-27,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-08-27/toc_unixml/1898-3.xml;fileType=text%2Fxml,2002,hofreps
2002-08-28,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-08-28/toc_unixml/1905-2.xml;fileType=text%2Fxml,2002,hofreps
2002-08-29,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-08-29/toc_unixml/1907-3.xml;fileType=text%2Fxml,2002,hofreps
2002-09-16,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-09-16/toc_unixml/1934-2.xml;fileType=text%2Fxml,2002,hofreps
2002-09-17,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-09-17/toc_unixml/1938-3.xml;fileType=text%2Fxml,2002,hofreps
2002-09-18,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-09-18/toc_unixml/3542-1.xml;fileType=text%2Fxml,2002,hofreps
2002-09-19,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-09-19/toc_unixml/1946-5.xml;fileType=text%2Fxml,2002,hofreps
2002-09-23,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-09-23/toc_unixml/1954-2.xml;fileType=text%2Fxml,2002,hofreps
2002-09-24,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-09-24/toc_unixml/1961-2.xml;fileType=text%2Fxml,2002,hofreps
2002-09-25,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-09-25/toc_unixml/1964-3.xml;fileType=text%2Fxml,2002,hofreps
2002-09-26,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-09-26/toc_unixml/1968-2.xml;fileType=text%2Fxml,2002,hofreps
2002-10-14,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-10-14/toc_unixml/2008-3.xml;fileType=text%2Fxml,2002,hofreps
2002-10-15,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-10-15/toc_unixml/2012-4.xml;fileType=text%2Fxml,2002,hofreps
2002-10-16,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-10-16/toc_unixml/2018-4.xml;fileType=text%2Fxml,2002,hofreps
2002-10-17,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-10-17/toc_unixml/2019-2.xml;fileType=text%2Fxml,2002,hofreps
2002-10-21,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-10-21/toc_unixml/2036-3.xml;fileType=text%2Fxml,2002,hofreps
2002-10-22,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-10-22/toc_unixml/2040-3.xml;fileType=text%2Fxml,2002,hofreps
2002-10-23,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-10-23/toc_unixml/2045-2.xml;fileType=text%2Fxml,2002,hofreps
2002-10-24,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-10-24/toc_unixml/2050-2.xml;fileType=text%2Fxml,2002,hofreps
2002-11-11,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-11-11/toc_unixml/2077-6.xml;fileType=text%2Fxml,2002,hofreps
2002-11-12,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-11-12/toc_unixml/2082-3.xml;fileType=text%2Fxml,2002,hofreps
2002-11-13,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-11-13/toc_unixml/2084-3.xml;fileType=text%2Fxml,2002,hofreps
2002-11-14,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-11-14/toc_unixml/2090-3.xml;fileType=text%2Fxml,2002,hofreps
2002-12-02,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-12-02/toc_unixml/2144-3.xml;fileType=text%2Fxml,2002,hofreps
2002-12-03,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-12-03/toc_unixml/2149-2.xml;fileType=text%2Fxml,2002,hofreps
2002-12-04,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-12-04/toc_unixml/2151-5.xml;fileType=text%2Fxml,2002,hofreps
2002-12-05,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-12-05/toc_unixml/2154-2.xml;fileType=text%2Fxml,2002,hofreps
2002-12-09,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-12-09/toc_unixml/2165-6.xml;fileType=text%2Fxml,2002,hofreps
2002-12-10,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-12-10/toc_unixml/2171-2.xml;fileType=text%2Fxml,2002,hofreps
2002-12-11,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-12-11/toc_unixml/2176-2.xml;fileType=text%2Fxml,2002,hofreps
2002-12-12,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2002-12-12/toc_unixml/2178-5.xml;fileType=text%2Fxml,2002,hofreps
2003-02-04,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2003-02-04/toc_unixml/2189-2.xml;fileType=text%2Fxml,2003,hofreps
2003-02-05,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2003-02-05/toc_unixml/2192-3.xml;fileType=text%2Fxml,2003,hofreps
2003-02-06,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2003-02-06/toc_unixml/2194-8.xml;fileType=text%2Fxml,2003,hofreps
2003-02-10,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2003-02-10/toc_unixml/2200-3.xml;fileType=text%2Fxml,2003,hofreps
2003-02-11,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2003-02-11/toc_unixml/2207-3.xml;fileType=text%2Fxml,2003,hofreps
2003-02-12,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2003-02-12/toc_unixml/2210-4.xml;fileType=text%2Fxml,2003,hofreps
2003-02-13,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2003-02-13/toc_unixml/2213-4.xml;fileType=text%2Fxml,2003,hofreps
2003-03-03,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2003-03-03/toc_unixml/2263-3.xml;fileType=text%2Fxml,2003,hofreps
2003-03-04,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2003-03-04/toc_unixml/2271-2.xml;fileType=text%2Fxml,2003,hofreps
2003-03-05,https://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/2003-03-05/toc_unixml/2274-2.xml;fileType=text%2Fxml,2003,hofreps
