date,url
1906-06-07,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-06-07/toc_unixml/19060607_reps_2_31.xml;fileType=text%2Fxml
1906-06-08,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-06-08/toc_unixml/19060608_reps_2_31.xml;fileType=text%2Fxml
1906-06-12,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-06-12/toc_unixml/19060612_reps_2_31.xml;fileType=text%2Fxml
1906-06-13,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-06-13/toc_unixml/19060613_reps_2_31.xml;fileType=text%2Fxml
1906-06-14,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-06-14/toc_unixml/19060614_reps_2_31.xml;fileType=text%2Fxml
1906-06-15,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-06-15/toc_unixml/19060615_reps_2_31.xml;fileType=text%2Fxml
1906-06-19,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-06-19/toc_unixml/19060619_reps_2_31.xml;fileType=text%2Fxml
1906-06-20,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-06-20/toc_unixml/19060620_reps_2_31.xml;fileType=text%2Fxml
1906-06-21,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-06-21/toc_unixml/19060621_reps_2_31.xml;fileType=text%2Fxml
1906-06-22,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-06-22/toc_unixml/19060622_reps_2_31.xml;fileType=text%2Fxml
1906-06-26,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-06-26/toc_unixml/19060626_reps_2_31.xml;fileType=text%2Fxml
1906-06-27,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-06-27/toc_unixml/19060627_reps_2_31.xml;fileType=text%2Fxml
1906-06-28,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-06-28/toc_unixml/19060628_reps_2_31.xml;fileType=text%2Fxml
1906-06-29,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-06-29/toc_unixml/19060629_reps_2_31.xml;fileType=text%2Fxml
1906-07-03,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-07-03/toc_unixml/19060703_reps_2_31.xml;fileType=text%2Fxml
1906-07-04,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-07-04/toc_unixml/19060704_reps_2_31.xml;fileType=text%2Fxml
1906-07-05,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-07-05/toc_unixml/19060705_reps_2_31.xml;fileType=text%2Fxml
1906-07-06,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-07-06/toc_unixml/19060706_reps_2_31.xml;fileType=text%2Fxml
1906-07-10,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-07-10/toc_unixml/19060710_reps_2_31.xml;fileType=text%2Fxml
1906-07-11,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-07-11/toc_unixml/19060711_reps_2_31.xml;fileType=text%2Fxml
1906-07-12,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-07-12/toc_unixml/19060712_reps_2_31.xml;fileType=text%2Fxml
1906-07-13,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-07-13/toc_unixml/19060713_reps_2_32.xml;fileType=text%2Fxml
1906-07-17,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-07-17/toc_unixml/19060717_reps_2_32.xml;fileType=text%2Fxml
1906-07-18,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-07-18/toc_unixml/19060718_reps_2_32.xml;fileType=text%2Fxml
1906-07-19,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-07-19/toc_unixml/19060719_reps_2_32.xml;fileType=text%2Fxml
1906-07-20,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-07-20/toc_unixml/19060720_reps_2_32.xml;fileType=text%2Fxml
1906-07-24,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-07-24/toc_unixml/19060724_reps_2_32.xml;fileType=text%2Fxml
1906-07-25,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-07-25/toc_unixml/19060725_reps_2_32.xml;fileType=text%2Fxml
1906-07-26,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-07-26/toc_unixml/19060726_reps_2_32.xml;fileType=text%2Fxml
1906-07-27,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-07-27/toc_unixml/19060727_reps_2_32.xml;fileType=text%2Fxml
1906-07-31,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-07-31/toc_unixml/19060731_reps_2_32.xml;fileType=text%2Fxml
1906-08-01,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-08-01/toc_unixml/19060801_reps_2_32.xml;fileType=text%2Fxml
1906-08-02,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-08-02/toc_unixml/19060802_reps_2_32.xml;fileType=text%2Fxml
1906-08-03,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-08-03/toc_unixml/19060803_reps_2_32.xml;fileType=text%2Fxml
1906-08-07,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-08-07/toc_unixml/19060807_reps_2_32.xml;fileType=text%2Fxml
1906-08-08,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-08-08/toc_unixml/19060808_reps_2_32.xml;fileType=text%2Fxml
1906-08-09,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-08-09/toc_unixml/19060809_reps_2_32.xml;fileType=text%2Fxml
1906-08-10,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-08-10/toc_unixml/19060810_reps_2_33.xml;fileType=text%2Fxml
1906-08-14,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-08-14/toc_unixml/19060814_reps_2_33.xml;fileType=text%2Fxml
1906-08-15,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-08-15/toc_unixml/19060815_reps_2_33.xml;fileType=text%2Fxml
1906-08-16,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-08-16/toc_unixml/19060816_reps_2_33.xml;fileType=text%2Fxml
1906-08-17,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-08-17/toc_unixml/19060817_reps_2_33.xml;fileType=text%2Fxml
1906-08-21,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-08-21/toc_unixml/19060821_reps_2_33.xml;fileType=text%2Fxml
1906-08-22,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-08-22/toc_unixml/19060822_reps_2_33.xml;fileType=text%2Fxml
1906-08-23,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-08-23/toc_unixml/19060823_reps_2_33.xml;fileType=text%2Fxml
1906-08-24,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-08-24/toc_unixml/19060824_reps_2_33.xml;fileType=text%2Fxml
1906-08-28,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-08-28/toc_unixml/19060828_reps_2_33.xml;fileType=text%2Fxml
1906-08-29,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-08-29/toc_unixml/19060829_reps_2_33.xml;fileType=text%2Fxml
1906-08-30,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-08-30/toc_unixml/19060830_reps_2_33.xml;fileType=text%2Fxml
1906-08-31,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-08-31/toc_unixml/19060831_reps_2_33.xml;fileType=text%2Fxml
1906-09-04,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-09-04/toc_unixml/19060904_reps_2_33.xml;fileType=text%2Fxml
1906-09-05,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-09-05/toc_unixml/19060905_reps_2_34.xml;fileType=text%2Fxml
1906-09-06,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-09-06/toc_unixml/19060906_reps_2_34.xml;fileType=text%2Fxml
1906-09-11,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-09-11/toc_unixml/19060911_reps_2_34.xml;fileType=text%2Fxml
1906-09-12,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-09-12/toc_unixml/19060912_reps_2_34.xml;fileType=text%2Fxml
1906-09-13,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-09-13/toc_unixml/19060913_reps_2_34.xml;fileType=text%2Fxml
1906-09-14,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-09-14/toc_unixml/19060914_reps_2_34.xml;fileType=text%2Fxml
1906-09-18,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-09-18/toc_unixml/19060918_reps_2_34.xml;fileType=text%2Fxml
1906-09-19,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-09-19/toc_unixml/19060919_reps_2_34.xml;fileType=text%2Fxml
1906-09-20,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-09-20/toc_unixml/19060920_reps_2_34.xml;fileType=text%2Fxml
1906-09-21,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-09-21/toc_unixml/19060921_reps_2_34.xml;fileType=text%2Fxml
1906-09-25,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-09-25/toc_unixml/19060925_reps_2_35.xml;fileType=text%2Fxml
1906-09-26,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-09-26/toc_unixml/19060926_reps_2_35.xml;fileType=text%2Fxml
1906-09-28,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-09-28/toc_unixml/19060928_reps_2_35.xml;fileType=text%2Fxml
1906-10-02,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1906-10-02/toc_unixml/19061002_reps_2_35.xml;fileType=text%2Fxml
