date,url
1903-05-26,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1903-05-26/toc_unixml/19030526_reps_1_13.xml;fileType=text%2Fxml
1903-05-27,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1903-05-27/toc_unixml/19030527_reps_1_13.xml;fileType=text%2Fxml
1903-05-28,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1903-05-28/toc_unixml/19030528_reps_1_13.xml;fileType=text%2Fxml
1903-05-29,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1903-05-29/toc_unixml/19030529_reps_1_13.xml;fileType=text%2Fxml
1903-06-02,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1903-06-02/toc_unixml/19030602_reps_1_13.xml;fileType=text%2Fxml
1903-06-03,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1903-06-03/toc_unixml/19030603_reps_1_13.xml;fileType=text%2Fxml
1903-06-04,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1903-06-04/toc_unixml/19030604_reps_1_13.xml;fileType=text%2Fxml
1903-06-09,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1903-06-09/toc_unixml/19030609_reps_1_13.xml;fileType=text%2Fxml
1903-06-10,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1903-06-10/toc_unixml/19030610_reps_1_13.xml;fileType=text%2Fxml
1903-06-11,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1903-06-11/toc_unixml/19030611_reps_1_13.xml;fileType=text%2Fxml
1903-06-12,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1903-06-12/toc_unixml/19030612_reps_1_13.xml;fileType=text%2Fxml
1903-06-16,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1903-06-16/toc_unixml/19030616_reps_1_13.xml;fileType=text%2Fxml
1903-06-17,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1903-06-17/toc_unixml/19030617_reps_1_13.xml;fileType=text%2Fxml
1903-06-18,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1903-06-18/toc_unixml/19030618_reps_1_13.xml;fileType=text%2Fxml
1903-06-19,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1903-06-19/toc_unixml/19030619_reps_1_13.xml;fileType=text%2Fxml
1903-06-23,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1903-06-23/toc_unixml/19030623_reps_1_13.xml;fileType=text%2Fxml
1903-06-24,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1903-06-24/toc_unixml/19030624_reps_1_13.xml;fileType=text%2Fxml
1903-06-25,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1903-06-25/toc_unixml/19030625_reps_1_14.xml;fileType=text%2Fxml
1903-06-26,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1903-06-26/toc_unixml/19030626_reps_1_14.xml;fileType=text%2Fxml
1903-06-30,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1903-06-30/toc_unixml/19030630_reps_1_14.xml;fileType=text%2Fxml
1903-07-01,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1903-07-01/toc_unixml/19030701_reps_1_14.xml;fileType=text%2Fxml
1903-07-02,https://parlinfo.aph.gov.au/parlInfo/download/hansard80/hansardr80/1903-07-02/toc_unixml/19030702_reps_1_14.xml;fileType=text%2Fxml
